,t0,x0,x1,c,mwebv,mwr_v,z_fit,survey,z_helio,z_cmb,mb,mb_err,x1_err,c_err,cov
SN2005hj,53674.67883020661,0.0014692661364942728,1.859654478903265,-0.030756980086678567,0.03331170812174909,3.1,0.0574004300462385,csp,0.0574,0.05632351805868807,17.729532398933134,2.309497069606071e-12,0.13121816399967232,0.019647366457923688,"[[ 2.30949707e-12 -1.36059561e-08  2.00205687e-08]
 [-1.36059561e-08  1.72182066e-02 -4.91218217e-04]
 [ 2.00205687e-08 -4.91218217e-04  3.86019009e-04]]"
SN2005hk,53691.79646724468,0.048808278201842546,-42.224200832444346,-1.0305668984292595,0.020061264631809475,3.1,0.012999826855515593,csp,0.013,0.011827373691728038,13.855503778725666,1.8484321310889053e-05,14.22512500548616,0.6971788332897013,"[[1.84843213e-05 8.82053961e-03 2.33272942e-03]
 [8.82053961e-03 2.02354181e+02 3.13718338e+00]
 [2.33272942e-03 3.13718338e+00 4.86058326e-01]]"
SN2005iq,53688.19962464271,0.003634003565991462,-1.1647228357884933,-0.13403889477439526,0.01900663001980604,3.1,0.03400011785947506,csp,0.034,0.032872192237641595,16.673398878565102,1.5625574771645554e-11,0.04090981993411392,0.01800841416610596,"[[1.56255748e-11 3.20747816e-08 5.02405770e-08]
 [3.20747816e-08 1.67361337e-03 2.06006474e-05]
 [5.02405770e-08 2.06006474e-05 3.24302981e-04]]"
SN2005ir,53685.596345997146,0.0007681853633167815,0.9482928374096766,-0.012229534895868033,0.026293240607513414,3.1,0.07630015128862512,csp,0.0763,0.07516725812189495,18.426435727855498,5.483872817075424e-13,0.1703961476316459,0.01926225244364038,"[[5.48387282e-13 8.67606047e-09 1.01814538e-08]
 [8.67606047e-09 2.90348471e-02 2.67790754e-04]
 [1.01814538e-08 2.67790754e-04 3.71034369e-04]]"
SN2005kc,53698.245858611546,0.011123759352978234,-0.7830693131505214,0.13754830024088383,0.11361467365635353,3.1,0.01510010222231702,csp,0.0151,0.013861881464545478,15.86185530999285,1.6374314963673298e-10,0.0349985763849728,0.01815519819509486,"[[1.63743150e-10 3.50791515e-08 1.80487960e-07]
 [3.50791515e-08 1.22490035e-03 7.28271436e-06]
 [1.80487960e-07 7.28271436e-06 3.29611222e-04]]"
SN2005ke,53699.667130784524,0.038169935879871546,-3.702188818531844,0.14324131869520018,0.021125155887244045,3.1,0.00489997261460082,csp,0.0049,0.004504265009869668,14.138215333915799,1.0683535933230998e-08,0.13375530830596682,0.035061400870987545,"[[ 1.06835359e-08  2.95124783e-06  3.04025874e-06]
 [ 2.95124783e-06  1.78904825e-02 -2.99422733e-04]
 [ 3.04025874e-06 -2.99422733e-04  1.22930183e-03]]"
SN2005ki,53705.766564667996,0.011125738901410177,-1.46971313369693,-0.11275251413831998,0.027486266648353123,3.1,0.019200105151763184,csp,0.0192,0.020400287613987045,15.492228100890175,1.693470622531047e-10,0.027403580459538432,0.018418153584629327,"[[ 1.69347062e-10 -1.20321927e-08  1.79003684e-07]
 [-1.20321927e-08  7.50956222e-04 -4.08296788e-05]
 [ 1.79003684e-07 -4.08296788e-05  3.39228381e-04]]"
SN2005ku,53699.76518983834,0.001633962167807429,-0.35689107791921276,0.10483845348280003,0.045776975604012005,3.1,0.04539957735232312,csp,0.0454,0.04411849803180856,17.694154094701503,3.503466346934959e-12,0.17503557856618554,0.019857758439282693,"[[ 3.50346635e-12 -4.81231684e-08  2.99938853e-08]
 [-4.81231684e-08  3.06374538e-02 -2.59357421e-04]
 [ 2.99938853e-08 -2.59357421e-04  3.94330570e-04]]"
SN2005lu,53711.98704278394,0.0023089067111138144,1.0751068994829651,0.16169121717708715,0.021944111715891383,3.1,0.03199982020238253,csp,0.032,0.031284567347018566,17.20416292940538,3.700373268396328e-11,0.13107165745816698,0.02591946497117027,"[[ 3.70037327e-11 -3.22737671e-07  1.24734578e-07]
 [-3.22737671e-07  1.71797794e-02 -1.34064315e-03]
 [ 1.24734578e-07 -1.34064315e-03  6.71818664e-04]]"
SN2005mc,53730.86522966838,0.0030570868434125244,-2.1282555153289087,0.16568709404751353,0.03751580832035622,3.1,0.025199997878260872,csp,0.0252,0.026023654904643534,16.961837163471213,3.189556951759566e-11,0.05902080180194246,0.02284234134694354,"[[3.18955695e-11 1.73040421e-07 9.59288371e-08]
 [1.73040421e-07 3.48345505e-03 1.38100816e-04]
 [9.59288371e-08 1.38100816e-04 5.21772558e-04]]"
SN2005na,53741.252339894665,0.007869772056427686,-0.5191559676664229,-0.14021217790992865,0.06681481625966589,3.1,0.02630008113102035,csp,0.0263,0.02682484404300034,16.027806588199205,8.081953408745092e-11,0.03336418511599352,0.01852322583291067,"[[ 8.08195341e-11 -8.78573778e-08  1.39156112e-07]
 [-8.78573778e-08  1.11316885e-03 -2.20207950e-04]
 [ 1.39156112e-07 -2.20207950e-04  3.43109895e-04]]"
SN2006D,53757.990819645034,0.041989744295995134,-1.6579923837859314,-0.0368279647809093,0.039300265923908353,3.1,0.008499971843449151,csp,0.0085,0.009631646502948676,14.106377914638202,2.9425533492254837e-09,0.032267976935067194,0.019365074532958024,"[[ 2.94255335e-09  8.88321221e-08  8.11660265e-07]
 [ 8.88321221e-08  1.04122234e-03 -9.36286223e-05]
 [ 8.11660265e-07 -9.36286223e-05  3.75006112e-04]]"
SN2006X,53786.913721847115,0.014341166691229193,-0.47586517735458783,1.184816906306297,0.022553426442264515,3.1,0.00520002224294893,csp,0.0052,0.006291095342486175,15.14845296848248,4.739723297982037e-10,0.024147522849955493,0.02181986912084004,"[[ 4.73972330e-10 -1.16603568e-07  4.03808753e-07]
 [-1.16603568e-07  5.83102860e-04 -1.69377440e-04]
 [ 4.03808753e-07 -1.69377440e-04  4.76106688e-04]]"
SN2006ax,53828.008663768516,0.018543269308115326,0.1536000751357168,-0.14351688844198057,0.04323992187949964,3.1,0.016699999585626926,csp,0.0167,0.01795188873479492,14.999582192968353,5.97166169528012e-10,0.025632585338280472,0.018557681370958822,"[[ 5.97166170e-10 -1.42278799e-07  3.63348981e-07]
 [-1.42278799e-07  6.57029431e-04 -1.82347098e-04]
 [ 3.63348981e-07 -1.82347098e-04  3.44387538e-04]]"
SN2006bd,53811.25927482611,0.0017018295806713662,-2.506355563483569,0.21432679820305167,0.02380154360933271,3.1,0.025700108065458242,csp,0.0257,0.026818587395166293,17.545854458045614,1.7796313915209376e-10,0.21006536959746805,0.05908019587325821,"[[1.77963139e-10 1.95451031e-06 5.23861816e-07]
 [1.95451031e-06 4.41274595e-02 5.03984131e-03]
 [5.23861816e-07 5.03984131e-03 3.49046954e-03]]"
SN2006bh,53833.987916523125,0.03334995596620364,-1.7031352263919406,-0.07574630307383383,0.022862200011365373,3.1,0.010899916957724765,csp,0.0109,0.010548841020519895,14.285517034559227,1.935031274244302e-09,0.0381481360539821,0.018566569923251067,"[[ 1.93503127e-09 -3.99396565e-08  6.21983360e-07]
 [-3.99396565e-08  1.45528028e-03 -1.25138219e-04]
 [ 6.21983360e-07 -1.25138219e-04  3.44717519e-04]]"
SN2006br,53851.850225336886,0.00047099602632181447,-0.8641352255380456,0.8386544115511074,0.021119293715416727,3.1,0.0245999167163912,csp,0.0246,0.025573659456604947,18.944521330689863,1.3370334487049146e-12,0.12271209658576493,0.03422534017465097,"[[1.33703345e-12 2.47654304e-08 3.27913192e-08]
 [2.47654304e-08 1.50582586e-02 1.84927681e-04]
 [3.27913192e-08 1.84927681e-04 1.17137391e-03]]"
SN2006bt,53858.889182703766,0.003076683640976258,0.38226052211124295,0.12155223975818663,0.04305211789801481,3.1,0.03219999001281185,csp,0.0322,0.03253233441421721,16.97756814582307,1.1562700681209051e-11,0.06021978128210019,0.019708853522904,"[[ 1.15627007e-11 -1.01315439e-08  4.96790643e-08]
 [-1.01315439e-08  3.62642206e-03 -5.07868633e-05]
 [ 4.96790643e-08 -5.07868633e-05  3.88438907e-04]]"
SN2006dd,53908.80568618454,-0.1361621894903989,-13.022377977282355,12.549958764419033,0.017970584890985783,3.1,0.005899974984492075,csp,0.0059,0.005539609687720715,,,27.11218691767724,16.30585485616119,"[[         nan          nan          nan]
 [         nan 735.07067946 -85.96869641]
 [         nan -85.96869641 265.88090259]]"
SN2006ef,53970.698688612545,0.011734510113275748,-1.5358909241706915,-0.04600491564457255,0.020428808278154072,3.1,0.017899978388939773,csp,0.0179,0.017020797091478856,15.409934849337361,6.938053663603799e-10,0.07577188719866514,0.022480084809205714,"[[6.93805366e-10 1.23625911e-06 3.69301647e-07]
 [1.23625911e-06 5.74137889e-03 1.59077130e-04]
 [3.69301647e-07 1.59077130e-04 5.05354213e-04]]"
SN2006ej,53976.58418378898,0.009342641333350096,-1.519670100679093,-0.031055762816775506,0.030216198315927072,3.1,0.020500048038619035,csp,0.0205,0.01937467626591416,15.699746755035768,2.120751989647153e-10,0.04571997687091195,0.023393590963188705,"[[ 2.12075199e-10 -6.46610714e-08  2.59607656e-07]
 [-6.46610714e-08  2.09031629e-03 -3.92822607e-04]
 [ 2.59607656e-07 -3.92822607e-04  5.47260098e-04]]"
SN2006eq,53973.87158541895,0.0010356470543410117,-2.1777630186477506,0.05980714545721668,0.04124082407613607,3.1,0.04950012556898774,csp,0.0495,0.04833744407121654,18.179869530495655,8.606739035265712e-12,0.0741443968250536,0.03006295435366655,"[[8.60673904e-12 1.05227765e-07 6.80374072e-08]
 [1.05227765e-07 5.49739158e-03 4.48297387e-04]
 [6.80374072e-08 4.48297387e-04 9.03781224e-04]]"
SN2006et,53994.70507303683,0.007466912498618653,0.7788416846461238,0.11409720655742032,0.016484083652199933,3.1,0.022600138681395317,csp,0.0226,0.021599597893620315,15.894568877494493,8.189396173258265e-11,0.03461565187177336,0.019537517724973755,"[[ 8.18939617e-11 -6.67035770e-08  1.36034476e-07]
 [-6.67035770e-08  1.19824335e-03 -1.74713983e-04]
 [ 1.36034476e-07 -1.74713983e-04  3.81714599e-04]]"
SN2006ev,53990.04460214659,0.0026712508625677104,-1.3622814122261748,0.09546900039409907,0.07746189082515895,3.1,0.028699986795468452,csp,0.0287,0.02755439049637265,17.270759009348012,1.9592258833272858e-11,0.07257022822576582,0.025590641138255432,"[[ 1.95922588e-11 -1.19105147e-07  8.74396008e-08]
 [-1.19105147e-07  5.26643802e-03 -4.97575392e-04]
 [ 8.74396008e-08 -4.97575392e-04  6.54880914e-04]]"
SN2006fw,54004.423937321924,0.000485926672546056,-1.2350595012790857,0.03010192643807918,0.02811205809074552,3.1,0.0835004252684448,csp,0.0835,0.0824634149712089,18.977711653259043,3.358026454594941e-13,0.10784605810754987,0.02637042798236736,"[[ 3.35802645e-13  7.62093473e-09  1.15592127e-08]
 [ 7.62093473e-09  1.16307722e-02 -1.70051391e-04]
 [ 1.15592127e-08 -1.70051391e-04  6.95399472e-04]]"
SN2006gj,54000.31735211693,0.0016146861121976062,-2.13753066676649,0.23633285887046723,0.07245814932372446,3.1,0.028400076365472177,csp,0.0284,0.027800062787857183,17.808589338176375,3.837794799584693e-12,0.07473507727356046,0.021708063159646174,"[[ 3.83779480e-12  5.04684271e-09  3.30384499e-08]
 [ 5.04684271e-09  5.58533178e-03 -8.92548290e-05]
 [ 3.30384499e-08 -8.92548290e-05  4.71240006e-04]]"
SN2006gt,54003.20854241963,0.0009625139721196262,-2.2082042281555503,0.11920727457673422,0.03203576638201347,3.1,0.044799594765363736,csp,0.0448,0.043652669422983736,18.222551587851473,1.2798779937652942e-12,0.07004521144520562,0.022736317198773684,"[[ 1.27987799e-12 -2.72680535e-09  2.08013349e-08]
 [-2.72680535e-09  4.90633165e-03 -1.68523026e-04]
 [ 2.08013349e-08 -1.68523026e-04  5.16940120e-04]]"
SN2006hb,54001.54555699308,0.012962736297220724,-2.2412840138588064,0.010956875144436374,0.023450809335250816,3.1,0.015300036753847973,csp,0.0153,0.015304195645568841,15.318090014672325,6.236662189476534e-10,0.07574004987454162,0.02553283884027953,"[[6.23666219e-10 8.94002807e-07 4.87698326e-07]
 [8.94002807e-07 5.73655515e-03 2.68135224e-04]
 [4.87698326e-07 2.68135224e-04 6.51925859e-04]]"
SN2006hx,54022.401190699136,0.0018696050455114708,-0.31754147210132183,0.0023770686487796858,0.02579641377817784,3.1,0.045500143546789676,csp,0.0455,0.04439279388070094,17.449414354082325,7.0308717202147574e-12,0.0977279519184435,0.0219121348782924,"[[7.03087172e-12 1.43031737e-07 4.34149635e-08]
 [1.43031737e-07 9.55075259e-03 4.10314617e-04]
 [4.34149635e-08 4.10314617e-04 4.80141655e-04]]"
SN2006is,54003.64926953565,0.006549260176554857,4.802549410142359,-0.16140271115130225,0.028965576049208273,3.1,0.03099994670703929,csp,0.031,0.031090490703061135,16.05111741699616,3.8213862051473055e-10,1.1639193624907405,0.040011537725933174,"[[ 3.82138621e-10 -3.99096905e-07  4.56655939e-07]
 [-3.99096905e-07  1.35470828e+00 -3.22338001e-02]
 [ 4.56655939e-07 -3.22338001e-02  1.60092315e-03]]"
SN2006kf,54041.66942585381,0.0077080837737113,-2.0662723676240033,-0.0616044966602817,0.2111548865539906,3.1,0.021300014208860546,csp,0.0213,0.020802065339005305,16.65771543581502,9.835353080286902e-11,0.05719031629359385,0.020446855109678405,"[[ 9.83535308e-11  5.18266431e-08  1.61472259e-07]
 [ 5.18266431e-08  3.27073228e-03 -1.29214297e-04]
 [ 1.61472259e-07 -1.29214297e-04  4.18073884e-04]]"
SN2006lu,54036.28961693141,0.0017657276410139274,0.264260286247158,-0.11022035341764752,0.09926190318509276,3.1,0.05340014462084926,csp,0.0534,0.05448778028735202,17.79576995885988,6.114974035127709e-12,0.0664157719492552,0.020219523522835774,"[[ 6.11497404e-12 -6.52550879e-08  3.98295584e-08]
 [-6.52550879e-08  4.41105476e-03 -4.16986408e-04]
 [ 3.98295584e-08 -4.16986408e-04  4.08829131e-04]]"
SN2006mr,54053.769191981635,0.17272915493359392,-26.072536555035125,-12.01656054906518,0.01798173198598729,3.1,0.005899971843673209,csp,0.0059,0.005539737218970275,,,18.61916339886593,16.052685572012802,"[[         nan          nan          nan]
 [         nan 346.67324567  98.36973214]
 [         nan  98.36973214 257.68871407]]"
SN2006ob,54063.82173533911,0.0009861200284239878,-2.170799366811728,-0.0850411205014195,0.028481219035194537,3.1,0.059200240175557896,csp,0.0592,0.058202180890155164,18.165929666014687,1.0977402768426798e-12,0.1021617474905853,0.021268830416834916,"[[ 1.09774028e-12  1.94682329e-08  1.40300848e-08]
 [ 1.94682329e-08  1.04370227e-02 -3.43915197e-04]
 [ 1.40300848e-08 -3.43915197e-04  4.52363147e-04]]"
SN2006os,54065.35855242793,0.0016239576129862055,-0.7222046729677004,0.29590021537578887,0.12540838006801724,3.1,0.032799996587877016,csp,0.0328,0.03207097241601242,18.028810782444555,3.6949670992743335e-12,0.06267213841003555,0.021075269961770147,"[[ 3.69496710e-12 -1.49217516e-08  3.26935879e-08]
 [-1.49217516e-08  3.92779693e-03 -1.78623795e-04]
 [ 3.26935879e-08 -1.78623795e-04  4.44167004e-04]]"
SN2006ot,54063.856131064116,0.0011690603632995462,1.0682183669361114,0.09822952562253917,0.015213385022200876,3.1,0.053100047950269104,csp,0.0531,0.05231259515134412,17.93261754409548,2.2009472483974594e-12,0.118276037191836,0.020849577424305765,"[[ 2.20094725e-12 -5.39968328e-08  2.47305887e-08]
 [-5.39968328e-08  1.39892210e-02 -5.18658767e-04]
 [ 2.47305887e-08 -5.18658767e-04  4.34704879e-04]]"
SN2006py,54071.26700375531,0.0012579443659635119,0.3233860604202108,0.0001561417204278519,0.051704042485135854,3.1,0.057900156250205496,csp,0.0579,0.05661307766461943,17.99330137149753,2.1605185561135495e-12,0.306625192835254,0.020868577835368447,"[[2.16051856e-12 3.02853103e-09 2.45906526e-08]
 [3.02853103e-09 9.40190089e-02 3.36439701e-04]
 [2.45906526e-08 3.36439701e-04 4.35497541e-04]]"
SN2007A,54113.74166008636,0.009589554999017508,0.6805912646105092,0.11226708630086207,0.06339063743510513,3.1,0.01769994045515069,csp,0.0177,0.016509629529785075,15.814274708794827,1.2289564791358776e-10,0.11561407254669402,0.018386749109594407,"[[ 1.22895648e-10  2.10079476e-07  1.57254788e-07]
 [ 2.10079476e-07  1.33666138e-02 -6.03410795e-05]
 [ 1.57254788e-07 -6.03410795e-05  3.38072543e-04]]"
SN2007N,54113.83154820216,0.0033150072897310933,-3.4018633578519513,0.32937440046710814,0.03466644583272683,3.1,0.01290007016442105,csp,0.0129,0.014044734214063048,16.85344753734937,2.0848621056408516e-10,0.14149117133880348,0.050785210567714116,"[[2.08486211e-10 1.53140258e-06 6.27488578e-07]
 [1.53140258e-06 2.00197516e-02 3.05381649e-03]
 [6.27488578e-07 3.05381649e-03 2.57913761e-03]]"
SN2007S,54145.099686310066,0.008999977829923537,1.1715827020399527,0.32041187959561773,0.023917370294342193,3.1,0.013899986034164823,csp,0.0139,0.015070703444224565,15.723423564103182,1.3560973002388667e-10,0.052734183141813114,0.019222025945741555,"[[ 1.35609730e-10  6.78000554e-08  1.68229405e-07]
 [ 6.78000554e-08  2.78089407e-03 -1.46388915e-04]
 [ 1.68229405e-07 -1.46388915e-04  3.69486281e-04]]"
SN2007af,54174.987558761335,0.10368060286258633,-0.5927688797731069,-0.01936948157531362,0.03369874683150666,3.1,0.0055000037669334575,csp,0.0055,0.006334583092123758,13.103129208171357,2.3249860502685875e-08,0.027839361818641918,0.018132522894033342,"[[ 2.32498605e-08 -3.64916069e-07  2.17954265e-06]
 [-3.64916069e-07  7.75030066e-04 -1.38149868e-04]
 [ 2.17954265e-06 -1.38149868e-04  3.28788387e-04]]"
SN2007ai,54173.907455177745,0.0028100523873676843,1.125148446765851,0.14391354241843435,0.28493849738385585,3.1,0.031699840136264666,csp,0.0317,0.03205796575748332,18.07038597058902,1.0468035104578025e-11,0.10979318708900837,0.01998340171967918,"[[ 1.04680351e-11 -4.17649724e-08  5.21890218e-08]
 [-4.17649724e-08  1.20545439e-02 -2.73653501e-04]
 [ 5.21890218e-08 -2.73653501e-04  3.99336344e-04]]"
SN2007al,54160.50577672349,0.006009934328880413,-3.116906620525458,0.0742904292521892,0.03612839183245699,3.1,0.012200077943011775,csp,0.0122,0.013365095728223642,16.20782754266568,5.881666970694554e-10,0.13740671330095264,0.04369023379812882,"[[5.88166697e-10 2.42770132e-06 8.69575381e-07]
 [2.42770132e-06 1.88806049e-02 2.24366778e-03]
 [8.69575381e-07 2.24366778e-03 1.90883653e-03]]"
