,t0,x0,x1,c,mwebv,mwr_v,z_fit,survey,z_helio,z_cmb,mb,mb_err,x1_err,c_err,cov
01337655,57364.64557410235,4.24675802429249e-06,1.6568555637643203,-0.13624836595615658,0.022,3.1,0.8485132084266858,des,0.85,0.8485083867036423,,,0.42141306621490576,0.04751318479708762,"[[       nan        nan        nan]
 [       nan 0.17758897 0.00042132]
 [       nan 0.00042132 0.0022575 ]]"
01337687,57361.48315651466,3.989713323842623e-05,0.9650153279690173,-0.11547609125866773,0.012,3.1,0.31949773774444573,des,0.32,0.3195263794466887,21.945856122571303,3.2959693069338774e-15,0.17049183904123522,0.027460357325738642,"[[3.29596931e-15 3.21919639e-09 1.25808442e-09]
 [3.21919639e-09 2.90674672e-02 2.53225635e-04]
 [1.25808442e-09 2.53225635e-04 7.54071224e-04]]"
01337703,57358.97412874664,1.3045272728182775e-05,-1.2734070349711664,-0.12029044660155847,0.012,3.1,0.5333975274212976,des,0.534,0.5334428191518148,24.155431869381488,7.427010828330946e-16,0.5293922464147538,0.04466907866790975,"[[7.42701083e-16 8.33820734e-09 4.85565466e-10]
 [8.33820734e-09 2.80256151e-01 7.14434580e-03]
 [4.85565466e-10 7.14434580e-03 1.99532659e-03]]"
01337838,57364.6326302883,3.635134154267007e-05,1.0065579245346208,-0.031002773855291304,0.023,3.1,0.3118977253397939,des,0.313,0.3119398549227126,22.245968496112447,3.0484031583607914e-15,0.20501909316286823,0.026359850318979996,"[[3.04840316e-15 3.88754742e-09 1.20027098e-09]
 [3.88754742e-09 4.20328286e-02 7.71110187e-04]
 [1.20027098e-09 7.71110187e-04 6.94841709e-04]]"
01338128,57366.65916711707,2.5344571827507606e-05,-0.7286306132211,-0.011222811514028696,0.006,3.1,0.3116989187888595,des,0.3127,0.31174270158502027,22.694624632757275,2.8597077542246855e-15,0.36611692187769646,0.03381370666353119,"[[2.85970775e-15 8.84899683e-09 1.50289426e-09]
 [8.84899683e-09 1.34041600e-01 4.16311642e-03]
 [1.50289426e-09 4.16311642e-03 1.14336676e-03]]"
01338170,57363.28114648576,1.6363692069932675e-05,-0.2714646545604164,0.05126054523628368,0.006,3.1,0.38899564095870376,des,0.39,0.38895914084429806,23.609525756215,1.6848188170238724e-15,0.6552232759442783,0.04790097184347251,"[[1.68481882e-15 1.73702476e-08 1.41460172e-09]
 [1.73702476e-08 4.29317541e-01 1.34499077e-02]
 [1.41460172e-09 1.34499077e-02 2.29450310e-03]]"
01338233,57353.66230190246,1.0904818398130227e-05,-22.809953222091625,-0.2838738608785975,0.022,3.1,0.5980034465860594,des,0.5993,0.5979929419018641,,,17.66579623647866,1.7513243004968293,"[[         nan          nan          nan]
 [         nan 312.08035667   0.62319702]
 [         nan   0.62319702   3.06713681]]"
01338266,57366.25401974432,6.398989858119326e-06,-2.685704672340213,-0.17421898442519262,0.022,3.1,0.6476083253228089,des,0.649,0.6476490039816962,25.98680483057877,8.642408714706837e-15,5.390552870414792,0.13052302832636148,"[[8.64240871e-15 4.98144798e-07 1.05715094e-08]
 [4.98144798e-07 2.90580602e+01 5.96902225e-01]
 [1.05715094e-08 5.96902225e-01 1.70362609e-02]]"
01338278,57367.165600643755,8.702213110636513e-06,1.946646033162802,-0.004567913756956859,0.017,3.1,0.5639014746554328,des,0.5652,0.5639005351686628,24.866975357264206,4.527796000920479e-16,0.944037988253169,0.05272910638523993,"[[ 4.52779600e-16  1.33170677e-08  3.69698248e-10]
 [ 1.33170677e-08  8.91207723e-01 -9.64705931e-04]
 [ 3.69698248e-10 -9.64705931e-04  2.78035866e-03]]"
01338387,57358.958464413,1.1116853618664015e-05,0.6556566835839445,-0.12995196128779443,0.025,3.1,0.5838001188976633,des,0.585,0.5838151569343106,24.274470060488884,5.162859031963864e-16,0.6597491263971034,0.04183135375618849,"[[5.16285903e-16 9.76820422e-09 4.96489558e-10]
 [9.76820422e-09 4.35268910e-01 6.50315950e-03]
 [4.96489558e-10 6.50315950e-03 1.74986216e-03]]"
01338430,57362.013833063684,1.3806891950598787e-05,0.5697887065129903,-0.07997206510000593,0.028,3.1,0.5088948255350163,des,0.51,0.5088798053090855,23.950264005161035,8.032991005583061e-16,0.5510170562609256,0.039793001397459754,"[[8.03299101e-16 8.83828424e-09 6.86341111e-10]
 [8.83828424e-09 3.03619796e-01 6.74676296e-03]
 [6.86341111e-10 6.74676296e-03 1.58348296e-03]]"
01338471,57350.73694961226,7.095790368601784e-06,-0.91834192862283,-0.04031351004410766,0.028,3.1,0.5308469100007037,des,0.532,0.5308819646711598,25.143300619457833,6.40095998475426e-16,0.9240369930608985,0.06133929155875961,"[[6.40095998e-16 1.53073186e-08 6.08552204e-10]
 [1.53073186e-08 8.53941622e-01 1.11259996e-02]
 [6.08552204e-10 1.11259996e-02 3.76251058e-03]]"
01338675,57371.8828276148,2.223634932986458e-05,-0.005161521768037262,0.024991996269711308,0.022,3.1,0.3305991250007381,des,0.3316,0.3305429621723064,23.006518737959162,9.9872891367697e-16,0.19180870223997476,0.02609890842264972,"[[9.98728914e-16 2.68845073e-09 6.83335088e-10]
 [2.68845073e-09 3.67905783e-02 1.81921735e-03]
 [6.83335088e-10 1.81921735e-03 6.81153021e-04]]"
01339002,57369.1855249927,2.292844825006512e-05,-1.4567856161420911,0.10746494684794966,0.023,3.1,0.30249976425547953,des,0.3036,0.3025544598941461,23.07875539994281,2.1049744863353064e-15,0.36669730085340896,0.05030888443260697,"[[2.10497449e-15 6.13716120e-09 1.33886581e-09]
 [6.13716120e-09 1.34466910e-01 1.42740031e-03]
 [1.33886581e-09 1.42740031e-03 2.53098385e-03]]"
01339149,57373.837716882146,1.293122062466715e-05,-0.23578365186535888,0.023266348160523136,0.023,3.1,0.46779688151694027,des,0.469,0.4678114234720747,24.258670821237317,8.339174302798755e-16,0.587208857758242,0.04168998545115521,"[[8.33917430e-16 1.04472741e-08 8.34135627e-10]
 [1.04472741e-08 3.44814243e-01 8.50030060e-03]
 [8.34135627e-10 8.50030060e-03 1.73805489e-03]]"
01339392,57363.29310812747,0.08311674533817202,-30.422738406592938,-2.4695633159623913,0.01,3.1,0.18039858762604644,des,0.1809,0.18046918021161296,11.145587676413196,0.008360134985020109,11.710235395924032,30.905443594966552,"[[ 8.36013499e-03 -1.00377802e-02  5.16763738e-01]
 [-1.00377802e-02  1.37129613e+02 -6.22644261e+01]
 [ 5.16763738e-01 -6.22644261e+01  9.55146444e+02]]"
01339450,57369.036845638286,6.451712536560754e-06,-1.2342176414732222,0.08877370229664194,0.009,3.1,0.5505550478604593,des,0.5511,0.5505268182766645,25.876763641788752,4.0238459109659787e-16,1.029024757242567,0.0660691892630858,"[[4.02384591e-16 1.08073413e-08 5.60304504e-10]
 [1.08073413e-08 1.05904158e+00 9.41492245e-03]
 [5.60304504e-10 9.41492245e-03 4.36514031e-03]]"
01340454,57375.41784382003,1.4623014790561607e-05,2.051490510221828,0.12999570800070925,0.009,3.1,0.4209972268231197,des,0.4215,0.4209903175925114,23.978232739859283,1.3468743397079763e-15,0.6644263942434249,0.03512659481813348,"[[1.34687434e-15 2.04066966e-08 1.00742423e-09]
 [2.04066966e-08 4.41462433e-01 1.52878884e-02]
 [1.00742423e-09 1.52878884e-02 1.23387766e-03]]"
01341370,57376.75512795684,1.4731748383147134e-05,2.0407940520937307,0.04998330553143959,0.009,3.1,0.4090033482024362,des,0.41,0.4089993657821307,23.676175408123697,1.7171727488936184e-15,0.7767154971184671,0.04106962560603532,"[[1.71717275e-15 2.74194880e-08 1.29527853e-09]
 [2.74194880e-08 6.03286963e-01 1.71447156e-02]
 [1.29527853e-09 1.71447156e-02 1.68671415e-03]]"
01341894,57390.22670929563,3.102778002839721e-05,-0.3496766498894527,-0.04104919143604538,0.022,3.1,0.3121001310549796,des,0.3132,0.31212595162317625,22.462765437165693,3.4907307134666517e-15,0.5174944145883773,0.0349768950173154,"[[3.49073071e-15 1.31790965e-08 1.39732253e-09]
 [1.31790965e-08 2.67800469e-01 2.41062352e-03]
 [1.39732253e-09 2.41062352e-03 1.22338319e-03]]"
01342255,57386.44248844603,0.0017501802997013439,-43.905185220735795,-4.979674942404087,0.024,3.1,0.21409566017939333,des,0.215,0.21409745307043515,,,6.242104915478948,16.00859184609223,"[[         nan          nan          nan]
 [         nan  38.96387378 -15.73729364]
 [         nan -15.73729364 256.27501289]]"
01343208,57386.90017711763,1.1918894537249543e-05,-7.490848245860191,-0.053251904343963916,0.007,3.1,0.4993009807396872,des,0.4998,0.49921976310200455,25.736364567009893,7.403804450795529e-16,13.053652265812818,0.07708765419669504,"[[ 7.40380445e-16 -2.58559307e-07  1.52853588e-09]
 [-2.58559307e-07  1.70397837e+02 -7.63358847e-01]
 [ 1.52853588e-09 -7.63358847e-01  5.94250643e-03]]"
01343337,57394.3904115165,1.8027219795564228e-05,0.9014995162035709,0.16891105200431958,0.01,3.1,0.33889916842776396,des,0.3394,0.3389225911319462,23.473872732341917,1.6625452609669272e-15,0.7309222707928689,0.040180367217470925,"[[1.66254526e-15 1.76571547e-08 1.25798633e-09]
 [1.76571547e-08 5.34247366e-01 1.10052707e-02]
 [1.25798633e-09 1.10052707e-02 1.61446191e-03]]"
01343401,57395.048370993376,2.663919739019915e-05,0.9088260910110947,-0.059494512009006725,0.021,3.1,0.38289962682587236,des,0.384,0.382857752781391,22.733990786734253,2.4517495547845078e-15,0.8562376569726831,0.040957266107648174,"[[2.45174955e-15 2.67567337e-08 1.21758610e-09]
 [2.67567337e-08 7.33142925e-01 1.34441052e-02]
 [1.21758610e-09 1.34441052e-02 1.67749765e-03]]"
01343533,57388.75839984003,1.6122318845421835e-05,-1.3131723525001309,-0.02466730460459945,0.007,3.1,0.36799859828845083,des,0.369,0.36796478208256644,23.411491337313564,2.3383002474669137e-15,0.9517649541277936,0.06770074077978865,"[[2.33830025e-15 2.52385234e-08 1.73173466e-09]
 [2.52385234e-08 9.05856528e-01 2.73649003e-02]
 [1.73173466e-09 2.73649003e-02 4.58339030e-03]]"
01343759,57395.8593994238,1.3101374583096868e-05,0.8741062743763034,-0.09095040724128904,0.007,3.1,0.5079998100580704,des,0.5086,0.5079943476444553,23.840879042573594,2.517025113438887e-16,0.3905200737903391,0.025618880465320383,"[[2.51702511e-16 2.44992616e-09 2.87049348e-10]
 [2.44992616e-09 1.52505928e-01 9.15860890e-04]
 [2.87049348e-10 9.15860890e-04 6.56327036e-04]]"
01343871,57390.84161265796,7.592493424716866e-06,1.373508506199027,-0.19520001769622258,0.055,3.1,0.6378995001018716,des,0.639,0.6378614217424781,24.500641583472003,4.1241088032896586e-16,1.04723495611211,0.06757223480994214,"[[4.12410880e-16 1.49037736e-08 6.72094628e-10]
 [1.49037736e-08 1.09670105e+00 2.36058366e-02]
 [6.72094628e-10 2.36058366e-02 4.56600692e-03]]"
01344692,57394.016014408946,1.0373355047193191e-05,-4.822038981439736,0.05535098170715761,0.021,3.1,0.3794983669281536,des,0.3806,0.3794758021695521,24.470062250490837,1.2647776003962623e-14,8.468487678397562,0.3414593544632969,"[[1.26477760e-14 9.10911117e-07 3.59723406e-08]
 [9.10911117e-07 7.17152836e+01 2.81919495e+00]
 [3.59723406e-08 2.81919495e+00 1.16594491e-01]]"
01345553,57394.58395115391,3.701188909603508e-05,0.5324664037310004,-0.14138050164938135,0.022,3.1,0.3188996115482656,des,0.32,0.31892135278819844,22.033355863553187,4.879256969034056e-15,0.6711940319994925,0.03122121750315821,"[[4.87925697e-15 2.84241665e-08 1.52930962e-09]
 [2.84241665e-08 4.50501429e-01 7.08872520e-03]
 [1.52930962e-09 7.08872520e-03 9.74764422e-04]]"
01345582,57397.58213488018,1.6666476546438527e-05,-0.7609912433036161,-0.13320761088272245,0.018,3.1,0.45880151327905166,des,0.46,0.45876994054960374,23.418567039959328,1.030864859235353e-15,0.7766000544132534,0.03727977997934273,"[[1.03086486e-15 1.45655840e-08 6.55553867e-10]
 [1.45655840e-08 6.03107645e-01 1.19629512e-02]
 [6.55553867e-10 1.19629512e-02 1.38978200e-03]]"
01345594,57397.466299957356,2.1740253782708043e-05,-1.1944433985238003,-0.1776776415630747,0.02,3.1,0.4224006702276377,des,0.4236,0.42240999538006463,22.88958385045,6.457095001725369e-15,1.6556150548880355,0.06346161282393127,"[[6.45709500e-15 9.92853050e-08 3.18758916e-09]
 [9.92853050e-08 2.74106121e+00 8.05345051e-02]
 [3.18758916e-09 8.05345051e-02 4.02737630e-03]]"
01346137,57403.358222782146,2.157984884874922e-05,0.9900668381432192,0.024153616386742086,0.008,3.1,0.3634986331433325,des,0.364,0.36346693579086065,23.055118469490694,1.7184181511167907e-15,0.7073721772943318,0.04225685070759713,"[[1.71841815e-15 1.19733556e-08 1.12168056e-09]
 [1.19733556e-08 5.00375397e-01 1.38533751e-02]
 [1.12168056e-09 1.38533751e-02 1.78564143e-03]]"
01346387,57394.679273572074,1.7780613715904406e-05,-2.495038285312052,-0.03568751776262815,0.008,3.1,0.34449939474925995,des,0.345,0.3444771283396386,23.26989924760084,7.768721286630189e-16,0.37775359515182977,0.029727308436289557,"[[7.76872129e-16 5.35368246e-09 6.86576685e-10]
 [5.35368246e-09 1.42697779e-01 3.43948930e-03]
 [6.86576685e-10 3.43948930e-03 8.83712867e-04]]"
01346956,57412.730402690184,3.437823310666501e-05,1.8689263706001442,-0.04186114738000153,0.009,3.1,0.333499671245426,des,0.334,0.33352056063631386,22.246364302008345,7.47115189080251e-15,0.6680946624589662,0.03355628879547872,"[[7.47115189e-15 4.28187245e-08 2.03362923e-09]
 [4.28187245e-08 4.46350478e-01 9.08790382e-03]
 [2.03362923e-09 9.08790382e-03 1.12602452e-03]]"
01346966,57407.03976566019,3.739615477100951e-05,0.44647704264353505,-0.1024758994010097,0.012,3.1,0.33549887635591447,des,0.336,0.33554555521407337,22.110735245201695,4.24593176221045e-15,0.3618258642432283,0.03191909593339324,"[[4.24593176e-15 1.13070368e-08 1.49206916e-09]
 [1.13070368e-08 1.30917956e-01 4.09092530e-03]
 [1.49206916e-09 4.09092530e-03 1.01882869e-03]]"
2015I,57157.09576086429,0.0385553057574544,-0.2160083614557127,0.09028723153199725,,3.1,0.007589945191050715,foundation,0.00759,0.00875,14.03809738541147,9.140716672696326e-09,0.16416929119884904,0.032098619699265064,"[[9.14071667e-09 4.47820162e-07 2.75077520e-06]
 [4.47820162e-07 2.69515562e-02 4.82676509e-05]
 [2.75077520e-06 4.82676509e-05 1.03032139e-03]]"
2015M,57168.67296585937,0.011630805195440016,0.5564154499164191,-0.056982822770032734,,3.1,0.023160182338831575,foundation,0.02316,0.02281,15.331456224405288,6.072551531166706e-10,0.0857442860708185,0.02711738652644968,"[[ 6.07255153e-10  2.42462867e-07  5.69507554e-07]
 [ 2.42462867e-07  7.35208259e-03 -5.69817936e-05]
 [ 5.69507554e-07 -5.69817936e-05  7.35352652e-04]]"
2015ar,57352.031712429474,0.013978547025050315,-2.216517425786275,-0.031435292683533886,,3.1,0.01700010085908163,foundation,0.017,0.01635,15.136492221484142,1.6370354949444084e-09,0.1982323717554045,0.039571656169313935,"[[1.63703549e-09 1.24720401e-06 1.39461443e-06]
 [1.24720401e-06 3.92960732e-02 1.25831964e-04]
 [1.39461443e-06 1.25831964e-04 1.56591597e-03]]"
2015az,57362.18435005024,0.009061040750569313,-0.054313242985776534,0.1626438278961734,,3.1,0.0201200127548862,foundation,0.02012,0.02133,15.61840985966877,4.6425432345779103e-10,0.080029842384668,0.033443876057743994,"[[4.64254323e-10 8.27507992e-08 6.58910435e-07]
 [8.27507992e-08 6.40477567e-03 2.29688521e-05]
 [6.58910435e-07 2.29688521e-05 1.11849285e-03]]"
2016E,57392.504121449914,0.0012050698416516314,-0.309256703627824,0.01340568203719525,,3.1,0.05272980564957072,foundation,0.05273,0.05318,17.829664566760524,8.327041087376283e-12,0.21397545716483424,0.03649759035658697,"[[ 8.32704109e-12  1.02889878e-07  9.37562574e-08]
 [ 1.02889878e-07  4.57854963e-02 -5.73910554e-04]
 [ 9.37562574e-08 -5.73910554e-04  1.33207410e-03]]"
2016F,57406.507547544585,0.013168505847848016,0.3135186206089199,0.06290812585445911,,3.1,0.016130016962874687,foundation,0.01613,0.01513,15.20424208756033,8.633558092757688e-10,0.06131680222619565,0.03044888462999636,"[[ 8.63355809e-10 -1.20884050e-07  8.10820620e-07]
 [-1.20884050e-07  3.75975024e-03 -2.65607544e-04]
 [ 8.10820620e-07 -2.65607544e-04  9.27134575e-04]]"
2016H,57400.37105318116,0.0013989599626078022,-0.6749524330536109,0.020660334551563905,,3.1,0.04610971677895255,foundation,0.04611,0.04748,17.66357084175741,6.901919209558433e-12,0.09535462108685826,0.031785470155860605,"[[ 6.90191921e-12 -1.24269458e-09  7.30070827e-08]
 [-1.24269458e-09  9.09250376e-03 -3.50663507e-04]
 [ 7.30070827e-08 -3.50663507e-04  1.01031611e-03]]"
2016J,57400.48384660619,0.0022910338793498772,0.7989450540211535,0.28251539658452673,,3.1,0.02641986185000838,foundation,0.02642,0.0272,17.125291667459276,2.1903708878880058e-11,0.15571200656381415,0.03269077376797323,"[[2.19037089e-11 1.31010030e-07 1.35032246e-07]
 [1.31010030e-07 2.42462290e-02 3.78780871e-04]
 [1.35032246e-07 3.78780871e-04 1.06868669e-03]]"
2016K,57402.196418359745,0.0034766069403734242,-1.8644527297133482,0.004568940121018839,,3.1,0.03074998307591499,foundation,0.03075,0.03012,16.659064124583885,7.470004731690553e-11,0.14235234350224385,0.033686616168367586,"[[ 7.47000473e-11 -1.36786156e-07  2.60125689e-07]
 [-1.36786156e-07  2.02641897e-02 -5.00950811e-04]
 [ 2.60125689e-07 -5.00950811e-04  1.13478811e-03]]"
2016W,57417.82394786792,0.006895299660010363,-1.4698307007710785,0.10308442827474242,,3.1,0.01924998257233661,foundation,0.01925,0.01968,15.912349122855398,2.353354371945572e-10,0.10053194912208872,0.03232426456249783,"[[ 2.35335437e-10 -6.02175370e-08  4.21127537e-07]
 [-6.02175370e-08  1.01066728e-02 -5.99412094e-04]
 [ 4.21127537e-07 -5.99412094e-04  1.04485808e-03]]"
2016ac,57407.997985222566,0.003708704367886285,1.7296161493227016,0.1374307938191941,,3.1,0.025670274634466972,foundation,0.02567,0.028,16.588816604037962,1.0462886212262286e-10,0.2747579950478259,0.03746375194397669,"[[ 1.04628862e-10  9.66026776e-09  3.25412502e-07]
 [ 9.66026776e-09  7.54919558e-02 -2.93795155e-03]
 [ 3.25412502e-07 -2.93795155e-03  1.40353271e-03]]"
2016acs,57434.11295898942,0.0009586091360173015,-0.13104433544410748,0.05702626213793284,,3.1,0.05547016537111456,foundation,0.05547,0.05714,18.088573344831175,4.496004030545749e-12,0.2603025839972218,0.03540046338088522,"[[4.49600403e-12 1.95515963e-07 6.73361450e-08]
 [1.95515963e-07 6.77574352e-02 2.17470241e-03]
 [6.73361450e-08 2.17470241e-03 1.25319281e-03]]"
2016aew,57438.0742776344,0.004783642974989366,-1.7425335324288316,-0.009838489042823459,,3.1,0.02492992582531343,foundation,0.02493,0.02544,16.30547493125703,1.208565197327298e-10,0.059924642796770525,0.032657213745380734,"[[ 1.20856520e-10  1.19047557e-07  3.10532273e-07]
 [ 1.19047557e-07  3.59096281e-03 -1.39314339e-04]
 [ 3.10532273e-07 -1.39314339e-04  1.06649361e-03]]"
2016aex,57439.76882333086,0.0033696143056088194,0.8686307904270351,0.0853649078458554,,3.1,0.02851949918835727,foundation,0.02852,0.02998,16.692317185742482,5.348651830857541e-11,0.09294948052162572,0.03280745756331386,"[[ 5.34865183e-11  4.80476100e-08  2.07946907e-07]
 [ 4.80476100e-08  8.63960593e-03 -4.75546213e-04]
 [ 2.07946907e-07 -4.75546213e-04  1.07632927e-03]]"
2016afb,57416.21409447788,0.0012387193107024532,0.687681805193855,-0.1209836199344426,,3.1,0.06766067194483297,foundation,0.06766,0.06834,17.767697836404153,9.851246065127013e-12,0.19047489204018528,0.03842196840509709,"[[ 9.85124607e-12 -1.95449687e-07  1.04817960e-07]
 [-1.95449687e-07  3.62806845e-02 -2.50489042e-03]
 [ 1.04817960e-07 -2.50489042e-03  1.47624766e-03]]"
2016afk,57441.17462162602,0.0012315235210815364,-0.740579288479057,0.06146005386640872,,3.1,0.04560067738053863,foundation,0.0456,0.04726,17.808297753697843,9.312501956338017e-12,0.21758103829699055,0.03735782669165267,"[[9.31250196e-12 1.16950231e-07 1.03812016e-07]
 [1.16950231e-07 4.73415082e-02 1.39539416e-03]
 [1.03812016e-07 1.39539416e-03 1.39560722e-03]]"
2016ah,57394.953014801846,0.001459680450229041,-1.3423045607036508,0.00656406602886757,,3.1,0.04781001932860064,foundation,0.04781,0.04954,17.62113140974868,8.64600698652958e-12,0.1548934121028633,0.03258419274102211,"[[ 8.64600699e-12 -4.82514878e-08  8.42849096e-08]
 [-4.82514878e-08  2.39919691e-02 -9.26146351e-04]
 [ 8.42849096e-08 -9.26146351e-04  1.06172962e-03]]"
2016ai,57401.77520339378,0.0005090931444362177,0.9925580159797753,0.1276512040952942,,3.1,0.09172985496886471,foundation,0.09173,0.09272,18.825525884054098,1.1564339108488065e-12,0.18454352886079903,0.032425463834035724,"[[1.15643391e-12 2.87760833e-08 3.01871934e-08]
 [2.87760833e-08 3.40563140e-02 6.48655131e-05]
 [3.01871934e-08 6.48655131e-05 1.05141070e-03]]"
2016ajf,57442.40422652948,0.0021054607056863665,-3.2841670624040606,0.3548408565088413,,3.1,0.0203099463435665,foundation,0.02031,0.02165,17.21538739585523,4.120251342887684e-11,0.1739553554250854,0.045858059434166765,"[[4.12025134e-11 3.45275160e-07 2.57138790e-07]
 [3.45275160e-07 3.02604657e-02 1.79871993e-03]
 [2.57138790e-07 1.79871993e-03 2.10296162e-03]]"
2016ajl,57442.86580569645,0.0006843922513476901,-1.2326599548199755,0.056771564124243605,,3.1,0.06741003243269443,foundation,0.06741,0.06838,18.47905594384588,2.484415091671863e-12,0.3406305523540266,0.041420630594680936,"[[ 2.48441509e-12  5.81902862e-08  5.26767899e-08]
 [ 5.81902862e-08  1.16029173e-01 -3.35992735e-04]
 [ 5.26767899e-08 -3.35992735e-04  1.71566864e-03]]"
2016aqa,57443.03321210191,0.0011301614741745143,0.7669145208459055,0.1643600853297855,,3.1,0.05459064774908301,foundation,0.05459,0.0564,17.923300094709198,7.188984994377461e-12,0.27066522359290146,0.03375210955457159,"[[7.18898499e-12 2.55095122e-07 8.25655422e-08]
 [2.55095122e-07 7.32596633e-02 2.63718678e-03]
 [8.25655422e-08 2.63718678e-03 1.13920490e-03]]"
2016aqb,57450.28902295624,0.0013518354121044682,1.1025846575772298,-0.06359640320336962,,3.1,0.06288957285947985,foundation,0.06289,0.06391,17.68305918412019,7.44536329136223e-12,0.2908874361368107,0.03312313568275326,"[[7.44536329e-12 1.08225288e-07 8.06511737e-08]
 [1.08225288e-07 8.46155005e-02 4.38227221e-04]
 [8.06511737e-08 4.38227221e-04 1.09714212e-03]]"
2016aqs,57455.88897595515,0.004808022595159199,1.5327923287554992,0.0861346908343974,,3.1,0.025069753422275954,foundation,0.02507,0.02517,16.30249403053551,1.458406049538987e-10,0.15631698152582302,0.03533546719448145,"[[ 1.45840605e-10  1.08923163e-07  3.78074277e-07]
 [ 1.08923163e-07  2.44349987e-02 -7.47865828e-04]
 [ 3.78074277e-07 -7.47865828e-04  1.24859524e-03]]"
2016aqt,57454.474744437575,0.002256317920500676,1.4289731095794524,0.08918999263266722,,3.1,0.050410128816565196,foundation,0.05041,0.0509,17.14914899372085,2.2696974850626912e-11,0.11636681955357854,0.033747000019868884,"[[ 2.26969749e-11 -4.54724899e-08  1.43653120e-07]
 [-4.54724899e-08  1.35412367e-02 -8.81301371e-04]
 [ 1.43653120e-07 -8.81301371e-04  1.13886001e-03]]"
2016aqz,57454.89240360249,0.0018417386796794589,-0.42010908795963414,0.3240731400758943,,3.1,0.02668006842489104,foundation,0.02668,0.02926,17.36743273031944,1.6395851874511366e-11,0.0722970669762839,0.033008115327618916,"[[ 1.63958519e-11  1.80554590e-08  1.19916115e-07]
 [ 1.80554590e-08  5.22686589e-03 -7.96176845e-05]
 [ 1.19916115e-07 -7.96176845e-05  1.08953568e-03]]"
2016arc,57448.775182632926,0.00290493432989072,-2.8225515699705777,0.40989464807745674,,3.1,0.012730054449264337,foundation,0.01273,0.01027,16.853860539808334,8.14850367019931e-11,0.2336881992840918,0.054658399754440416,"[[ 8.14850367e-11  2.61461466e-07  3.97480881e-07]
 [ 2.61461466e-07  5.46101745e-02 -1.46076585e-03]
 [ 3.97480881e-07 -1.46076585e-03  2.98754066e-03]]"
2016asf,57464.616637145424,0.006834162898846315,0.26106204196405514,0.17000442162116652,,3.1,0.0180200203221805,foundation,0.01802,0.01892,15.92296885236424,2.3772036346814035e-10,0.09182112722823288,0.030329863687811983,"[[2.37720363e-10 2.43836017e-07 4.11561258e-07]
 [2.43836017e-07 8.43111941e-03 1.99141985e-04]
 [4.11561258e-07 1.99141985e-04 9.19900631e-04]]"
2016aud,57458.48544841584,0.0022959964509763537,2.20601762830426,0.014596456056635185,,3.1,0.04191025028596847,foundation,0.04191,0.04345,17.105737744995338,2.7480285365224896e-11,0.21159719167973426,0.03758024237434654,"[[ 2.74802854e-11  1.37477343e-07  1.69109663e-07]
 [ 1.37477343e-07  4.47733715e-02 -4.79706414e-04]
 [ 1.69109663e-07 -4.79706414e-04  1.41227462e-03]]"
2016axb,57462.2057972263,0.002151149665419784,-1.2178814296759113,0.025552740122907064,,3.1,0.03929974578376497,foundation,0.0393,0.04055,17.191084653859882,2.207844193084261e-11,0.17278714469074052,0.034105846285355505,"[[ 2.20784419e-11 -9.35783101e-08  1.44798350e-07]
 [-9.35783101e-08  2.98553974e-02 -1.20418992e-03]
 [ 1.44798350e-07 -1.20418992e-03  1.16320875e-03]]"
2016axw,57460.80543833792,0.001651943823660026,1.173990397050239,-0.06364036676379282,,3.1,0.05399977691055552,foundation,0.054,0.05483,17.461466803165713,1.0623896297043453e-11,0.23156543615884262,0.030434272631453353,"[[1.06238963e-11 2.80953029e-08 8.68484326e-08]
 [2.80953029e-08 5.36225512e-02 8.93796431e-04]
 [8.68484326e-08 8.93796431e-04 9.26244951e-04]]"
2016ayf,57461.85245783297,0.0028369671080261975,-1.218396633086419,0.14483691598928738,,3.1,0.034800020545594376,foundation,0.0348,0.03583,16.89874436212034,6.735049504863953e-11,0.1913057425531781,0.034559715819868296,"[[ 6.73504950e-11 -4.18848380e-07  2.29164446e-07]
 [-4.18848380e-07  3.65978871e-02 -1.34035420e-03]
 [ 2.29164446e-07 -1.34035420e-03  1.19437396e-03]]"
2016ayg,57467.61278361918,0.002110242685795564,-0.4065948725719302,-0.083659161425583,,3.1,0.042690115765046915,foundation,0.04269,0.04342,17.194984103524448,1.9335725520265666e-11,0.1673506974714726,0.031270284707564704,"[[1.93357255e-11 1.51028571e-07 1.19783540e-07]
 [1.51028571e-07 2.80062559e-02 1.26110630e-04]
 [1.19783540e-07 1.26110630e-04 9.77830706e-04]]"
2016baq,57465.604932488466,0.0025179347640063424,-1.2808078002554752,0.04524188005425316,,3.1,0.03486007312357151,foundation,0.03486,0.03649,17.01712666829287,3.56986183274967e-11,0.13982066996641843,0.03403476887229223,"[[3.56986183e-11 1.62964932e-07 1.75914714e-07]
 [1.62964932e-07 1.95498197e-02 3.70118766e-04]
 [1.75914714e-07 3.70118766e-04 1.15836549e-03]]"
